Namespace,Key,英文原文,原版中文（官方zh）,AI翻译,DeepSeek参考,翻译状态,生效预估（AI预估，仅供参考）
ObjectTitleAndDescription,Gattling1_Title,Gattling Gun,加特林机枪,,加特林炮,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Gauss2_Description,"A coilgun, also known as a Gauss rifle, is a type of mass driver consisting of one or more coils used as electromagnets in the configuration of a linear motor that accelerates a ferromagnetic or conducting projectile to high velocity.",,线圈炮，又称高斯步枪，是一种质量驱动器，由一个或多个线圈组成电磁铁，以线性电机的配置将铁磁性或导电弹丸加速至高速。,磁轨炮，又称高斯步枪，是一种质量驱动器，由一个或多个线圈组成线性马达结构，利用电磁力将铁磁或导电弹丸加速至极高速度。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,Gauss2_Title,Mass Driver,质量加速器,,质量驱动器,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,GeneralStorage1_Description,A small container for storing deconstructed modules and other packaged items.,,一个小型容器，用于存放已拆解的模块和其他打包物品。,用于存放拆解后的模块及其他打包物品的小型容器。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,GeneralStorage1_Title,Parts Storage,部件存储库,,零件仓库,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,GeneralStorage2_Description,A medium container for storing deconstructed modules and other packaged items.,,中型容器，用于存放已拆解的模块及其他打包物品。,用于存放拆解后的模块及其他打包物品的中型容器。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,GeneralStorage2_Title,Parts Storage,部件存储库,,零件仓库,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Gun1_Description,A light gun. It is slow and barely efficient.,,轻型火炮。速度慢，效率低。,轻型火炮。射速缓慢，效率低下。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,Gun1_Title,Cannon,加农炮,,加农炮,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Gun2_Description,Heavy point defense. It can take out distant slow-moving targets.,,重型点防御武器。可摧毁远距离的慢速移动目标。,重型点防御武器。可摧毁远距离的慢速移动目标。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,Gun2_Title,Plasma Cannon,等离子炮,,等离子炮,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Habitat1_Description,Provides a living environment for human colonists.,为人类星际移民提供居住环境。,,为人类殖民者提供居住环境。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Habitat1_Title,Small Habitat,小型居住区,,小型居住舱,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Habitat2_Description,Provides a living environment for human colonists.,为人类星际移民提供居住环境。,,为人类殖民者提供居住环境。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Habitat2_Title,Medium Habitat,中型居住区,,中型居住舱,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Hangar1_Description,Enables the construction of engineers and can house up to one engineer.,,允许建造工程机，最多容纳一台工程机。,可支持工程师单位的建造，并能容纳一名工程师。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,Hangar1_Title,Small Hangar,小型机库,,小型机库,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Hangar2_Description,Enables the construction of engineers and can house up to three engineers.,,允许建造工程机，最多容纳三台工程机。,可供建造工程师使用，最多可容纳三名工程师。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,Hangar2_Title,Medium Hangar,中型机库,,中型机库,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,HangarShip1_Description,H.L.E.V Panonia II,H.L.E.V. 帕诺尼亚 II 号,,H.L.E.V「帕诺尼亚II型」,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,HangarShip1_Title,H.L.E.V Panonia II,H.L.E.V. 帕诺尼亚 II 号,,H.L.E.V「帕诺尼亚II型」,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,HangarShipBridge1_Title,Bridge,舰桥,,舰桥,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,HangarShipDoor1_Title,Door,门,,舱门,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,HangarShipGeneralStorage1_Title,Product Storage,,货物仓储,产品仓库,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,HangarShipGun1_Title,Gun,枪械,,舰炮,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,HangarShipHangar1_Title,Hangar,机库,,机库,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,HangarShipMetalStorage1_Title,Metal Storage,金属存储库,,金属仓库,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,HangarShipRadiatorRadiate1_Title,Radiators,散热器,,散热器,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,HangarShipThruster1_Title,Thrusters,推进器,,推进器,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Hauler1_Description,Autonomously collects mined ore in the vicinity.,,自主收集附近开采的矿石。,自动收集附近的已开采矿石。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,Hauler1_Title,Hauler,运输舰,,搬运工,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Laser1_Description,"A basic directed-energy weapon designed for light combat, delivering focused laser bursts that are effective against unarmored targets.",,一种为轻度战斗设计的基础定向能武器，发射聚焦激光束，对无装甲目标有效。,基础定向能武器，专为轻型战斗设计。发射聚焦激光脉冲，能有效对抗无装甲目标。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,Laser1_Title,Assault Laser ,突击激光器 ,,突击激光器,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Laser2_Description,Provides basic perimeter defense. It has a short range and moderate damage output.,,提供基础周界防御，射程较短，输出伤害适中。,提供基本的周边防御，射程短，伤害输出中等。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,Laser2_Title,Assault Laser,突击激光器,,突击激光器,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Manufacture2_Description,The Manufacturing Module is the heart of your space station's production capabilities. It converts and combines various resources to create new products essential for station operations and missions.,制造模块是太空站生产能力的核心部分，能够对各种资源进行转化和组合，从而制造出对太空站运行和完成任务至关重要的新产品。,,制造模块是你的空间站生产能力的核心。它转换并组合各种资源，创造空间站运作和任务所需的新产品。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Manufacture2_Title,Manufacturing,,制造厂,制造,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,MegaSolar4_Title,Solar Panel,太阳能面板,,太阳能电池板,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,MegaSolarFrame4_Title,Solar Array Frame,太阳能阵列框架,,太阳能阵列框架,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,MetalStorage1_Description,A small container for storing refined materials.,,一个小型容器，用于存放精炼材料。,用于储存精炼材料的小型容器。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,MetalStorage1_Title,Metal Storage,金属存储库,,金属仓储,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,MetalStorage2_Description,A medium container for storing refined materials.,,中型容器，用于存放精炼材料。,用于储存精炼材料的中型容器。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,MetalStorage2_Title,Metal Storage,金属存储库,,金属仓储,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,MiningEngineer1_Title,Mining Engineer,采矿工程舰,,采矿工程师,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,MiningLaser1_Description,Targets asteroids and mines them for resources. Limited range.,能瞄准并开采小行星以获取资源。射程有限。,,瞄准小行星并开采资源，射程有限。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,MiningLaser1_Title,Mining Laser,采矿激光器,,采矿激光器,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,MiningLaser2_Description,Targets asteroids and mines them for resources.,能瞄准并开采小行星以获取资源。,,锁定小行星并开采其蕴藏的资源。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,MiningLaser2_Title,Mining Laser,采矿激光器,,采矿激光,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,MissileBattery1_Description,Launches multiple missiles.,,发射多枚导弹。,发射多枚导弹。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,MissileBattery1_Title,Missile battery,导弹电池,,导弹连,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,MissileLauncher1_Description,Launches missiles. Needs Intel HQ to acquire targets.,能发射导弹。需要情报总部获取目标。,,发射导弹。需要「情报总部」来获取目标。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,MissileLauncher1_Title,Missile Launcher,导弹发射器,,导弹发射器,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,MissileLauncher2_Description,Launches a volley of target seeking missiles. Needs radar to acquire targets.,,发射一轮追踪导弹。需要雷达获取目标。,发射一连串自动寻的导弹。需要「雷达」来获取目标。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,MissileLauncher2_Title,Missile Launcher,导弹发射器,,导弹发射器,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Mothership1_Title,Mothership,母舰,,母舰,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,NavPointMarker_Description,A point of reference that can be used for navigation.,,可用于导航参考的航路点标记。,可用于导航的参考点。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,NavPointMarker_Title,Navigation Point,导航点,,导航点,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,NavigationPoint1_Description,The destination for spacecraft.,,航天器的目的地。,飞船的目的地。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,NavigationPoint1_Title,Travel Destination,旅行目的地,,航行目的地,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,NuclearReactor2_Description,"Provides a large amount of energy. To do so, it requires nuclear fuel that can be produced at the Manufacturing Module.",,可提供大量能量，运行时需要核燃料，核燃料可在制造模块中生产。,提供大量能量。为此，它需要能在「制造模块」生产的核燃料。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,NuclearReactor2_Title,Nuclear Reactor,核反应堆,,核反应堆,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,OfficerQuarters1_Description,Trains and houses different types of officers that apply bonuses to your station when set to active.,训练和安置不同类型的长官，当这些长官处于激活状态时，会为你的站点提供加成。,,训练和容纳不同类型的军官。设定为现役后，可为你的空间站提供加成。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,OfficerQuarters1_Title,Officer Quarters,长官居住舱,,军官宿舍,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,OfficerQuarters2_Description,Trains and houses different types of officers that apply bonuses to your station when set to active.,训练和安置不同类型的长官，当这些长官处于激活状态时，会为你的站点提供加成。,,训练和容纳不同类型的军官。设定为现役后，可为你的空间站提供加成。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,OfficerQuarters2_Title,Officer Quarters,长官居住舱,,军官宿舍,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,PirateDrone1_Title,Pirate Drone,海盗无人机,,海盗无人机,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Radar2_Description,"Scans the surrounding area for enemies and resources, providing essential detection and awareness.",扫描周围区域，寻找敌人和资源，提供必要的侦测与预警功能。,,扫描周围区域，探测敌人和资源，提供必要的侦测与态势感知能力。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Radar2_Title,Radar,雷达,,雷达,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,RadiatorDump1_Description,"The Thermal Control System is your lifeline in the cold vacuum of space. This essential node on your space station is your shield against overheating, employing state-of-the-art space radiators to dissipate excess heat and keep your station's delicate systems at optimal temperatures.",在太空寒冷的真空环境中，热控制系统是你的命脉。空间站上的这个重要节点是防止过热的保障。它采用最先进的太空散热器来散发多余的热量，能让站点的各个精密系统维持最佳温度。,,热控系统是你在寒冷太空真空环境中的生命线。作为空间站上的关键节点，它是你抵御过热的护盾，利用先进的太空散热器驱散多余热量，确保空间站精密系统的温度维持在最佳水平。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,RadiatorDump1_Title,Thermal Dumper,热量聚集器,,热排放器,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,RadiatorRadiate1_Description,"The Thermal Control System is your lifeline in the cold vacuum of space. This essential node on your space station is your shield against overheating, employing state-of-the-art space radiators to dissipate excess heat and keep your station's delicate systems at optimal temperatures.",在太空寒冷的真空环境中，热控制系统是你的命脉。空间站上的这个重要节点是防止过热的保障。它采用最先进的太空散热器来散发多余的热量，能让站点的各个精密系统维持最佳温度。,,热控系统是你在寒冷太空真空环境中的生命线。作为空间站上的关键节点，它是你抵御过热的护盾，利用先进的太空散热器驱散多余热量，确保空间站精密系统的温度维持在最佳水平。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,RadiatorRadiate1_Title,Thermal Radiator,热量辐射器,,热辐射器,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,RadiatorRadiateDump2_Description,"The Thermal Control System is your lifeline in the cold vacuum of space. This essential node on your space station is your shield against overheating, employing state-of-the-art space radiators to dissipate excess heat and keep your station's delicate systems at optimal temperatures.",在太空寒冷的真空环境中，热控制系统是你的命脉。空间站上的这个重要节点是防止过热的保障。它采用最先进的太空散热器来散发多余的热量，能让站点的各个精密系统维持最佳温度。,,热控系统是你在寒冷太空真空环境中的生命线。作为空间站上的关键节点，它是你抵御过热的护盾，利用先进的太空散热器驱散多余热量，确保空间站精密系统的温度维持在最佳水平。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,RadiatorRadiateDump2_Title,Thermal Module,热量模块,,热控模块,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Refinery1_Description,"Slowly refines Iron, Silicate, and Ice ore.",,缓慢精炼铁矿石、硅酸盐矿石和冰矿石。,缓慢精炼铁矿、硅酸盐矿和冰矿。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,Refinery1_Title,Refinery,精炼厂,,精炼厂,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Refinery2_Description,"Slowly refines Iron, Silicate, Cobalt, Thorium, and Ice ore.",,缓慢精炼铁矿石、硅酸盐矿石、钴矿石、钍矿石和冰矿石。,缓慢精炼铁、硅、钴、钍和冰矿石。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,Refinery2_Title,Refinery,精炼厂,,精炼厂,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Refinery3_Description,"Quickly refines Iron, Silicate, Cobalt, Thorium, and Ice ore.",,可快速精炼铁矿石、硅酸盐矿石、钴矿石、钍矿石及冰矿石。,快速精炼铁、硅、钴、钍和冰矿石。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,Refinery3_Title,Refinery,精炼厂,,精炼厂,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,ResearchLab2_Description,Generates Research Points and provides HUD data on asteroids and enemies in range. Also enables missile launchers to find targets.,生成研究点数，还能提供关于范围内小行星与敌人的抬头显示数据，也可以让导弹发射器找到目标。,,生成研究点数，并提供范围内小行星与敌人的抬头显示数据。同时使导弹发射器能够锁定目标。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,ResearchLab2_Title,Research Lab,研究实验室,,研究实验室,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Scaffold2_Description,"The Scaffold Module is a versatile extension unit designed to expand your space station's capabilities. It provides a robust framework for attaching and integrating additional modules seamlessly, enhancing the station's functionality and capacity. Use the Scaffold Module to build a customized and efficient space station tailored to your strategic needs.",施工架模块是一款功能强大的扩展组件，可以扩展空间站的功能。施工架为连接和整合其他模块提供了稳固的框架，使这些模块能够无缝集成，从而提升空间站的功能性和容量。你可以使用施工架模块构建一个符合战略需求的空间站，还能兼顾个性化和运行效率。,,「脚手架模块」是一种多功能扩展单元，旨在拓展你空间站的能力。它提供了一个坚固的框架，用于无缝连接和集成更多模块，从而增强空间站的功能与容量。使用「脚手架模块」来建造一个符合你战略需求的、定制化且高效的空间站。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Scaffold2_Title,Scaffold,施工架,,脚手架,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Scanner1_Description,A scanner allows you to scan the environment.,,扫描仪可用于扫描周边环境。,扫描仪允许你扫描周围环境。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,Scanner1_Title,Scanner,扫描仪,,扫描仪,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Shield2_Description,This node generates a high-energy spherical field that protects your station modules against enemy attacks.,,该节点能生成高能球形力场，保护你的空间站模块免受敌方攻击。,此节点生成一个高能球形力场，保护你的空间站模块免受敌方攻击。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,Shield2_Title,Shield Node,护盾节点,,护盾节点,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,ShieldArm2_Description,This node allows for the connecting of other station nodes to the shield.,,该节点可将其他空间站节点连接至护盾上。,此节点允许将其他空间站节点连接至护盾。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,ShieldArm2_Title,Shield Arm,护盾臂,,护盾支架,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Solar1_Description,"This module captures sunlight to generate steady energy, which is essential for powering your station's operations. Cheap, a low energy generation rate, and structurally weak.",,该模块通过捕获阳光来持续发电，是维持空间站运转的必要能源来源。造价低廉，发电效率较低，结构也较为脆弱。,此模块捕获阳光以产生稳定的能量，这对维持你空间站的运作至关重要。造价低廉，但能量产出率低，且结构脆弱。,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,Solar1_Title,Solar Panel,太阳能面板,,「太阳能板」,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Solar2_Description,"This module captures sunlight to generate steady energy, which is essential for powering your station's operations.",,该模块通过捕获阳光来持续发电，是维持空间站运转的必要能源来源。,「该模块通过捕获阳光产生稳定能量，为空间站运转提供基础动力。」,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,Solar2_Title,Solar Panel,太阳能面板,,「太阳能板」,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,Solar3_Description,"This module captures sunlight to generate steady energy, which is essential for powering your station's operations.",,该模块通过捕获阳光来持续发电，是维持空间站运转的必要能源来源。,「该模块通过捕获阳光产生稳定能量，为空间站运转提供基础动力。」,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
ObjectTitleAndDescription,Solar3_Title,Solar Panel Array,太阳能面板阵列,,「太阳能板阵列」,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunk1_Description,"Space debris drifts through the void, remnants of past missions and shattered satellites. You can harvest these scattered chunks of metal and tech to gather valuable resources, repurposing them for crafting and upgrades.",宇宙残骸在太空中飘荡，这些残骸是往日航空任务的残余物，还有人造卫星的碎片。你可以收集这些散落的金属碎片和科技部件，获取宝贵的资源，还可以重新利用，用于制造和升级。,,「太空垃圾漂浮于虚空之中，是过往任务与卫星残骸的遗留物。你可以收集这些散落的金属与科技碎片，获取宝贵资源，将其用于制造与升级。」,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunk1_Title,Debris,残骸,,「太空碎片」,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunk2_Description,"Space debris drifts through the void, remnants of past missions and shattered satellites. Players can harvest these scattered chunks of metal and tech to gather valuable resources, repurposing them for crafting and upgrades.",宇宙残骸在太空中飘荡，这些残骸是往日航空任务的残余物，还有人造卫星的碎片。玩家可以收集这些散落的金属碎片和科技部件，获取宝贵的资源，还可以重新利用，用于制造和升级。,,「太空垃圾漂浮于虚空之中，是过往任务与卫星残骸的遗留物。玩家可以收集这些散落的金属与科技碎片，获取宝贵资源，将其用于制造与升级。」,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunk2_Title,Debris,残骸,,「太空碎片」,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunk3_Description,"Space debris drifts through the void, remnants of past missions and shattered satellites. Players can harvest these scattered chunks of metal and tech to gather valuable resources, repurposing them for crafting and upgrades.",宇宙残骸在太空中飘荡，这些残骸是往日航空任务的残余物，还有人造卫星的碎片。玩家可以收集这些散落的金属碎片和科技部件，获取宝贵的资源，还可以重新利用，用于制造和升级。,,「太空垃圾漂浮于虚空之中，是过往任务与卫星残骸的遗留物。玩家可以收集这些散落的金属与科技碎片，获取宝贵资源，将其用于制造与升级。」,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunk3_Title,Debris,残骸,,「太空碎片」,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunk4_Description,"Space debris drifts through the void, remnants of past missions and shattered satellites. Players can harvest these scattered chunks of metal and tech to gather valuable resources, repurposing them for crafting and upgrades.",宇宙残骸在太空中飘荡，这些残骸是往日航空任务的残余物，还有人造卫星的碎片。玩家可以收集这些散落的金属碎片和科技部件，获取宝贵的资源，还可以重新利用，用于制造和升级。,,「太空垃圾漂浮于虚空之中，是过往任务与卫星残骸的遗留物。玩家可以收集这些散落的金属与科技碎片，获取宝贵资源，将其用于制造与升级。」,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunk4_Title,Debris,残骸,,「太空碎片」,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunk5_Description,"Space debris drifts through the void, remnants of past missions and shattered satellites. Players can harvest these scattered chunks of metal and tech to gather valuable resources, repurposing them for crafting and upgrades.",宇宙残骸在太空中飘荡，这些残骸是往日航空任务的残余物，还有人造卫星的碎片。玩家可以收集这些散落的金属碎片和科技部件，获取宝贵的资源，还可以重新利用，用于制造和升级。,,「太空垃圾漂浮于虚空之中，是过往任务与卫星残骸的遗留物。玩家可以收集这些散落的金属与科技碎片，获取宝贵资源，将其用于制造与升级。」,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunk5_Title,Debris,残骸,,「太空碎片」,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunk6_Description,"Space debris drifts through the void, remnants of past missions and shattered satellites. Players can harvest these scattered chunks of metal and tech to gather valuable resources, repurposing them for crafting and upgrades.",宇宙残骸在太空中飘荡，这些残骸是往日航空任务的残余物，还有人造卫星的碎片。玩家可以收集这些散落的金属碎片和科技部件，获取宝贵的资源，还可以重新利用，用于制造和升级。,,太空碎片在虚空中飘荡，残留着过往任务与破碎卫星的痕迹。玩家可以收集这些散落的金属和科技碎块，以获取宝贵资源，将它们改造成建造和升级的材料。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunk6_Title,Debris,残骸,,太空碎片,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunk7_Description,"Space debris drifts through the void, remnants of past missions and shattered satellites. Players can harvest these scattered chunks of metal and tech to gather valuable resources, repurposing them for crafting and upgrades.",宇宙残骸在太空中飘荡，这些残骸是往日航空任务的残余物，还有人造卫星的碎片。玩家可以收集这些散落的金属碎片和科技部件，获取宝贵的资源，还可以重新利用，用于制造和升级。,,太空碎片在虚空中飘荡，残留着过往任务与破碎卫星的痕迹。玩家可以收集这些散落的金属和科技碎块，以获取宝贵资源，将它们改造成建造和升级的材料。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunk7_Title,Debris,残骸,,太空碎片,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunkChunk1_Description,"Fractured debris, ready for collection by engineers to salvage valuable resources.",破碎的残骸，工程舰可以收集这些残骸，回收其中的宝贵资源。,,破碎的残骸，等待工程师收集以回收宝贵资源。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunkChunk1_Title,Scrap Iron,废铁,,废铁,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunkChunk2_Description,"Fractured debris, ready for collection by engineers to salvage valuable resources.",破碎的残骸，工程舰可以收集这些残骸，回收其中的宝贵资源。,,破碎的残骸，等待工程师收集以回收宝贵资源。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunkChunk2_Title,Silicate Debris,硅酸盐残骸,,硅酸盐残骸,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunkChunk3_Description,"Fractured debris, ready for collection by engineers to salvage valuable resources.",破碎的残骸，工程舰可以收集这些残骸，回收其中的宝贵资源。,,破碎的残骸，等待工程师收集以回收宝贵资源。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunkChunk3_Title,Scrap Cobalt,钴废料,,废钴,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunkChunk4_Description,"Fractured debris, ready for collection by engineers to salvage valuable resources.",破碎的残骸，工程舰可以收集这些残骸，回收其中的宝贵资源。,,破碎的残骸，等待工程师收集以回收宝贵资源。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunkChunk4_Title,Scrap Thorium,钍废料,,废钍,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunkChunk5_Description,"Fractured debris, ready for collection by engineers to salvage valuable resources.",破碎的残骸，工程舰可以收集这些残骸，回收其中的宝贵资源。,,破碎的残骸，等待工程师收集以回收宝贵资源。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunkChunk5_Title,Ice Chunk,冰块,,冰块,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunkChunk6_Description,"Fractured debris, ready for collection by engineers to salvage valuable resources.",破碎的残骸，工程舰可以收集这些残骸，回收其中的宝贵资源。,,破碎的残骸，等待工程师收集以回收宝贵资源。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunkChunk6_Title,Scrap Eonite,耀废料,,碎英安岩,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunkChunk7_Description,"Fractured debris, ready for collection by engineers to salvage valuable resources.",破碎的残骸，工程舰可以收集这些残骸，回收其中的宝贵资源。,,碎裂的残骸，可供工程师收集并回收有价值的资源。,原版已有,✅ 已生效（原版支持）
ObjectTitleAndDescription,SpaceJunkChunk7_Title,Fractured Debris,,碎裂残骸,碎裂残骸,AI新增,⚠️ 待实测（AI预估）—命名空间类型未知，理论上可patch但未验证
